orderId,customerId,dishName,restaurantName,quantity,price,paymentMethod,orderFrequency,lastOrderDate,loyaltyPoints,churned,rating,ratingDate,deliveryStatus,city,orderDate,signupDate
O9451,C5451,Sandwich,Pizza Hut,3,1437.31,Card,31,2024-12-01,325,Inactive,2.0,2025-05-13,Delayed,Karachi,2024-09-17,2024-09-04
O7284,C3284,Pizza,KFC,5,367.14,Wallet,17,2024-11-24,94,Inactive,3.0,2024-10-17,Delayed,Islamabad,2024-09-17,2025-07-06
O5157,C1157,Pasta,Subway,5,939.16,Card,14,2024-11-23,101,Inactive,2.0,2025-08-13,Delayed,Multan,2024-09-17,2023-09-02
O6658,C2658,Fries,McDonald's,3,315.37,Wallet,30,2024-11-29,52,Active,4.0,2025-04-21,Delayed,Islamabad,2024-09-17,2025-07-21
O9878,C5878,Pizza,Pizza Hut,2,554.35,Card,31,2024-12-06,377,Inactive,,2025-03-14,Cancelled,Karachi,2024-09-17,2024-06-15
O9100,C5100,Fries,KFC,1,844.59,Cash,1,2025-03-09,68,Inactive,,2025-08-15,Cancelled,Multan,2024-09-17,2025-04-29
O6036,C2036,Pizza,Subway,2,758.21,Card,45,2024-12-26,229,Inactive,2.0,2025-03-01,Delayed,Peshawar,2024-09-17,2024-01-22
O6555,C2555,Burger,Pizza Hut,4,880.12,Wallet,5,2024-10-26,344,Active,,2025-02-23,Cancelled,Lahore,2024-09-18,2024-11-17
O7266,C3266,Pizza,Burger King,1,1366.76,Card,16,2025-06-05,500,Inactive,,2025-04-28,Cancelled,Peshawar,2024-09-18,2025-03-05
O5673,C1673,Pasta,KFC,1,135.74,Cash,27,2024-10-22,8,Active,1.0,2025-01-06,Delivered,Multan,2024-09-18,2024-08-18
O8312,C4312,Sandwich,Subway,5,795.01,Card,9,2024-09-04,249,Active,5.0,2024-12-11,Delivered,Lahore,2024-09-18,2024-05-27
O5737,C1737,Pizza,Subway,2,1140.03,Cash,31,2025-04-05,336,Active,,2025-07-17,Cancelled,Karachi,2024-09-18,2024-08-11
O10214,C6214,Pizza,Pizza Hut,2,1443.97,Card,37,2024-10-07,481,Active,,2024-09-17,Cancelled,Islamabad,2024-09-18,2025-02-04
O7328,C3328,Pasta,Subway,3,1358.47,Cash,17,2025-05-16,488,Inactive,3.0,2025-03-11,Delayed,Lahore,2024-09-19,2024-02-17
O6737,C2737,Sandwich,McDonald's,1,709.28,Wallet,8,2025-06-20,444,Active,4.0,2024-09-13,Delivered,Lahore,2024-09-19,2024-07-06
O5126,C1126,Pizza,Burger King,2,596.63,Wallet,8,2024-09-30,11,Inactive,2.0,2025-01-13,Delayed,Peshawar,2024-09-19,2024-02-04
O8130,C4130,Pizza,McDonald's,4,328.31,Wallet,1,2025-05-19,179,Active,5.0,2025-06-24,Delayed,Karachi,2024-09-19,2024-09-21
O10828,C6828,Pizza,KFC,4,443.42,Card,38,2024-10-17,300,Active,2.0,2024-12-14,Delivered,Peshawar,2024-09-19,2024-12-30
O8468,C4468,Pasta,KFC,3,1489.33,Card,8,2025-07-11,137,Active,5.0,2025-07-06,Delivered,Islamabad,2024-09-19,2023-11-13
O6267,C2267,Pasta,McDonald's,5,1267.05,Wallet,35,2024-11-13,97,Active,4.0,2025-01-14,Delayed,Karachi,2024-09-19,2024-11-13
O6981,C2981,Fries,McDonald's,2,595.12,Cash,36,2024-10-19,454,Inactive,4.0,2025-07-13,Delayed,Peshawar,2024-09-19,2025-08-08
O9339,C5339,Pasta,Pizza Hut,2,1175.98,Cash,21,2024-10-06,365,Inactive,3.0,2024-09-23,Delivered,Lahore,2024-09-19,2025-07-05
O9224,C5224,Fries,Pizza Hut,2,802.62,Wallet,10,2025-06-02,369,Active,,2025-08-06,Cancelled,Karachi,2024-09-19,2025-02-05
O8097,C4097,Pizza,McDonald's,2,904.28,Card,26,2025-01-15,92,Inactive,,2024-09-16,Cancelled,Multan,2024-09-20,2023-09-29
O8566,C4566,Pasta,Burger King,4,940.37,Card,46,2025-05-27,265,Inactive,3.0,2024-09-26,Delayed,Islamabad,2024-09-20,2024-04-15
O9960,C5960,Burger,KFC,1,148.3,Cash,14,2025-06-11,417,Active,,2025-01-02,Cancelled,Islamabad,2024-09-20,2025-06-30
O7840,C3840,Fries,Subway,5,142.72,Card,17,2024-12-21,311,Inactive,,2024-10-06,Cancelled,Islamabad,2024-09-20,2023-08-26
O7140,C3140,Pizza,Burger King,5,486.71,Wallet,15,2025-01-26,204,Active,,2024-11-25,Cancelled,Karachi,2024-09-20,2024-03-12
O10882,C6882,Pasta,KFC,4,1320.04,Card,48,2025-05-30,95,Inactive,5.0,2024-09-07,Delayed,Lahore,2024-09-20,2025-06-10
O9093,C5093,Pasta,Subway,4,307.43,Card,43,2025-06-05,382,Inactive,5.0,2025-04-04,Delayed,Islamabad,2024-09-20,2024-02-05
O9892,C5892,Sandwich,Pizza Hut,3,322.59,Cash,4,2024-10-20,473,Inactive,5.0,2025-07-28,Delivered,Multan,2024-09-20,2023-10-17
O9838,C5838,Pasta,Burger King,4,387.56,Cash,46,2025-06-08,327,Inactive,,2025-06-08,Cancelled,Multan,2024-09-21,2025-02-24
O10671,C6671,Pasta,Burger King,4,512.29,Card,30,2024-09-17,394,Inactive,1.0,2024-11-23,Delivered,Islamabad,2024-09-21,2023-10-17
O8179,C4179,Pasta,Pizza Hut,3,1410.48,Wallet,34,2024-11-19,239,Inactive,,2025-01-21,Cancelled,Lahore,2024-09-21,2024-11-05
O6817,C2817,Pizza,Burger King,3,388.7,Wallet,30,2024-11-18,33,Active,5.0,2024-12-15,Delivered,Peshawar,2024-09-21,2024-09-23
O8068,C4068,Fries,Burger King,3,554.73,Wallet,46,2024-12-13,262,Active,,2024-11-30,Cancelled,Peshawar,2024-09-22,2025-02-18
O10524,C6524,Burger,McDonald's,1,577.83,Card,38,2025-05-16,80,Inactive,3.0,2025-06-16,Delayed,Lahore,2024-09-22,2024-08-23
O6212,C2212,Fries,KFC,5,1428.23,Wallet,30,2025-01-30,144,Active,,2025-04-01,Cancelled,Islamabad,2024-09-22,2024-08-06
O10940,C6940,Pasta,KFC,5,1037.93,Card,36,2025-02-17,249,Inactive,2.0,2025-05-27,Delivered,Peshawar,2024-09-22,2024-08-03
O9874,C5874,Sandwich,Subway,3,1279.13,Wallet,43,2025-07-01,107,Active,1.0,2025-02-21,Delivered,Multan,2024-09-22,2025-07-23
O5870,C1870,Pizza,McDonald's,2,855.95,Card,33,2025-07-24,160,Active,,2025-04-21,Cancelled,Lahore,2024-09-22,2025-02-18
O6706,C2706,Burger,Pizza Hut,2,699.57,Wallet,18,2025-04-28,380,Inactive,3.0,2024-11-21,Delayed,Karachi,2024-09-23,2023-09-29
O10743,C6743,Sandwich,Burger King,1,570.44,Card,50,2025-08-15,173,Inactive,5.0,2024-09-09,Delivered,Lahore,2024-09-23,2025-01-08
O8067,C4067,Sandwich,Subway,5,215.22,Cash,14,2024-09-02,441,Inactive,3.0,2025-03-01,Delivered,Peshawar,2024-09-23,2024-04-04
O10455,C6455,Pizza,Burger King,1,266.54,Cash,17,2024-12-10,319,Active,3.0,2024-10-04,Delayed,Multan,2024-09-23,2023-12-01
O5232,C1232,Sandwich,Pizza Hut,1,142.22,Wallet,6,2025-06-29,294,Active,,2024-09-09,Cancelled,Karachi,2024-09-23,2025-07-26
O9424,C5424,Fries,Pizza Hut,2,391.7,Cash,19,2024-11-03,383,Active,3.0,2025-02-10,Delayed,Multan,2024-09-23,2025-01-12
O8995,C4995,Pizza,McDonald's,1,424.18,Cash,39,2025-03-26,184,Active,3.0,2025-03-26,Delayed,Lahore,2024-09-23,2024-11-19
O9630,C5630,Sandwich,Pizza Hut,5,389.02,Card,25,2025-01-27,155,Inactive,3.0,2025-01-14,Delayed,Multan,2024-09-23,2024-05-09
O7957,C3957,Pizza,Pizza Hut,5,541.58,Card,27,2025-01-11,51,Inactive,5.0,2024-10-21,Delivered,Multan,2024-09-23,2024-08-03
O7564,C3564,Pasta,KFC,1,266.41,Wallet,16,2024-10-08,139,Active,1.0,2025-01-20,Delayed,Lahore,2024-09-23,2024-06-06
O5489,C1489,Burger,KFC,2,135.57,Wallet,17,2025-02-01,298,Active,,2025-06-29,Cancelled,Karachi,2024-09-23,2025-02-14
O6646,C2646,Sandwich,Pizza Hut,1,364.45,Wallet,4,2025-04-09,43,Inactive,2.0,2024-10-12,Delayed,Karachi,2024-09-23,2025-01-16
O5638,C1638,Pizza,Pizza Hut,5,160.82,Cash,11,2024-10-26,366,Inactive,3.0,2025-06-29,Delayed,Islamabad,2024-09-24,2025-02-20
O7875,C3875,Sandwich,McDonald's,2,1395.38,Wallet,47,2024-09-25,250,Active,2.0,2025-05-28,Delayed,Karachi,2024-09-24,2025-06-10
O8743,C4743,Pizza,McDonald's,3,172.51,Card,5,2024-12-21,353,Inactive,5.0,2025-04-07,Delayed,Islamabad,2024-09-24,2023-09-08
O8438,C4438,Pasta,Burger King,3,1001.28,Wallet,26,2025-01-21,458,Inactive,,2024-10-25,Cancelled,Islamabad,2024-09-24,2024-01-24
O8275,C4275,Fries,Pizza Hut,1,532.5,Cash,1,2025-03-14,461,Inactive,4.0,2025-08-18,Delayed,Peshawar,2024-09-24,2024-01-30
O5960,C1960,Sandwich,Burger King,3,273.15,Card,16,2025-05-25,195,Inactive,5.0,2024-11-13,Delivered,Peshawar,2024-09-25,2024-06-18
O6334,C2334,Pizza,McDonald's,2,1438.08,Wallet,13,2025-04-14,462,Inactive,2.0,2025-05-10,Delayed,Peshawar,2024-09-25,2023-11-15
O5708,C1708,Sandwich,KFC,2,1025.95,Cash,15,2025-05-06,194,Active,5.0,2025-01-07,Delivered,Islamabad,2024-09-25,2024-03-05
O10161,C6161,Burger,Burger King,5,995.33,Cash,46,2024-09-22,350,Active,3.0,2024-08-31,Delayed,Peshawar,2024-09-25,2024-01-27
O7023,C3023,Fries,Pizza Hut,4,488.77,Card,7,2025-05-28,109,Inactive,,2024-09-07,Cancelled,Peshawar,2024-09-25,2023-10-17
O8113,C4113,Fries,Subway,2,543.21,Cash,7,2025-06-29,64,Inactive,,2025-01-03,Cancelled,Lahore,2024-09-25,2024-01-05
O6215,C2215,Pizza,Pizza Hut,1,365.49,Cash,44,2024-11-14,492,Active,,2025-03-12,Cancelled,Multan,2024-09-25,2023-08-29
O5712,C1712,Pizza,Subway,5,928.65,Cash,39,2025-01-04,243,Active,1.0,2025-01-31,Delayed,Karachi,2024-09-25,2025-08-10
O7341,C3341,Burger,KFC,2,925.75,Cash,10,2025-05-03,286,Active,2.0,2025-01-16,Delivered,Islamabad,2024-09-25,2024-01-08
O7965,C3965,Sandwich,McDonald's,3,1344.49,Card,22,2025-07-08,169,Inactive,3.0,2025-02-01,Delayed,Multan,2024-09-25,2025-07-05
O6228,C2228,Sandwich,Burger King,1,307.68,Cash,34,2025-08-02,162,Active,4.0,2025-07-23,Delayed,Karachi,2024-09-25,2024-08-25
O7384,C3384,Fries,Subway,2,201.16,Card,31,2025-02-01,222,Active,4.0,2024-10-04,Delayed,Multan,2024-09-25,2024-12-04
O9700,C5700,Sandwich,KFC,1,1215.41,Wallet,50,2025-03-20,498,Active,,2024-09-12,Cancelled,Karachi,2024-09-25,2025-07-22
O6020,C2020,Sandwich,McDonald's,4,807.78,Wallet,9,2025-03-10,196,Inactive,3.0,2025-06-16,Delayed,Karachi,2024-09-26,2024-10-29
O10628,C6628,Pasta,Burger King,2,416.68,Wallet,12,2024-10-31,128,Inactive,4.0,2025-03-22,Delivered,Karachi,2024-09-26,2025-04-07
O7194,C3194,Pasta,KFC,5,1330.22,Cash,37,2025-05-24,212,Inactive,,2024-12-13,Cancelled,Peshawar,2024-09-26,2024-10-05
O7262,C3262,Sandwich,Burger King,5,1159.86,Card,7,2025-05-04,262,Active,4.0,2025-02-02,Delivered,Islamabad,2024-09-26,2024-04-14
O8506,C4506,Burger,Burger King,1,1073.17,Card,29,2024-12-10,180,Inactive,5.0,2025-04-06,Delayed,Lahore,2024-09-26,2024-01-08
O9333,C5333,Pasta,Subway,4,163.95,Cash,36,2025-05-31,401,Inactive,4.0,2025-04-28,Delivered,Lahore,2024-09-26,2023-11-26
O5263,C1263,Burger,KFC,2,791.77,Card,34,2025-03-04,5,Active,,2025-02-22,Cancelled,Peshawar,2024-09-27,2025-01-25
O6790,C2790,Fries,KFC,4,929.93,Wallet,39,2025-06-23,142,Active,,2025-04-30,Cancelled,Lahore,2024-09-27,2024-11-16
O8908,C4908,Pizza,Burger King,4,447.54,Wallet,28,2025-01-31,180,Inactive,2.0,2025-05-19,Delayed,Islamabad,2024-09-27,2023-09-07
O7568,C3568,Pasta,Pizza Hut,2,829.9,Cash,33,2025-02-19,13,Inactive,3.0,2024-10-10,Delayed,Peshawar,2024-09-27,2025-06-25
O10871,C6871,Pizza,Subway,1,334.09,Card,22,2025-01-23,86,Inactive,3.0,2025-05-25,Delivered,Peshawar,2024-09-27,2025-07-01
O9280,C5280,Fries,McDonald's,1,1325.92,Card,27,2025-06-26,495,Inactive,4.0,2025-04-13,Delayed,Islamabad,2024-09-27,2025-05-23
O5402,C1402,Sandwich,KFC,5,178.73,Wallet,49,2025-05-05,424,Inactive,5.0,2025-04-24,Delayed,Islamabad,2024-09-27,2024-11-19
O5770,C1770,Burger,KFC,2,455.43,Card,7,2025-05-03,423,Active,2.0,2024-12-13,Delivered,Peshawar,2024-09-28,2023-12-06
O7217,C3217,Pizza,Subway,1,321.4,Cash,28,2024-12-10,306,Inactive,5.0,2024-11-03,Delivered,Multan,2024-09-28,2024-01-31
O9919,C5919,Sandwich,McDonald's,2,924.94,Card,2,2025-03-15,325,Active,2.0,2024-08-22,Delivered,Multan,2024-09-28,2025-04-08
O10874,C6874,Pizza,Subway,5,393.64,Card,11,2024-09-14,177,Inactive,,2024-09-19,Cancelled,Karachi,2024-09-28,2024-10-25
O7165,C3165,Pasta,Pizza Hut,4,532.67,Wallet,3,2025-07-11,190,Inactive,1.0,2024-09-29,Delivered,Karachi,2024-09-28,2024-01-21
O6804,C2804,Sandwich,Pizza Hut,4,163.88,Cash,48,2024-10-01,49,Inactive,4.0,2025-04-17,Delayed,Karachi,2024-09-29,2025-02-25
O6010,C2010,Pasta,McDonald's,1,1358.11,Wallet,16,2025-03-19,175,Inactive,,2024-10-10,Cancelled,Peshawar,2024-09-29,2024-07-09
O7245,C3245,Pizza,McDonald's,5,100.3,Card,20,2025-06-25,149,Active,,2025-01-12,Cancelled,Lahore,2024-09-29,2024-02-02
O9857,C5857,Pizza,Subway,4,415.43,Card,44,2025-01-17,411,Inactive,4.0,2024-09-30,Delivered,Multan,2024-09-29,2025-04-26
O9326,C5326,Burger,McDonald's,4,117.18,Card,47,2025-05-03,142,Active,2.0,2025-05-24,Delayed,Multan,2024-09-30,2024-07-14
O9821,C5821,Fries,Pizza Hut,2,431.27,Wallet,11,2025-03-30,61,Active,,2025-02-28,Cancelled,Peshawar,2024-09-30,2024-04-28
O9319,C5319,Pasta,Pizza Hut,2,1298.64,Cash,37,2024-11-21,35,Inactive,3.0,2024-10-29,Delivered,Lahore,2024-09-30,2025-02-07
O7665,C3665,Pasta,Pizza Hut,2,1118.14,Card,27,2025-03-26,389,Active,3.0,2025-08-11,Delayed,Islamabad,2024-09-30,2025-07-01
O10222,C6222,Sandwich,Pizza Hut,2,1368.66,Cash,16,2025-05-25,324,Inactive,,2025-08-04,Cancelled,Multan,2024-09-30,2024-11-21
O9296,C5296,Fries,Pizza Hut,4,588.11,Cash,42,2025-02-03,127,Inactive,,2025-05-22,Cancelled,Lahore,2024-09-30,2023-10-15
O6785,C2785,Sandwich,Pizza Hut,3,186.46,Card,42,2025-01-25,298,Active,5.0,2025-03-26,Delayed,Karachi,2024-09-30,2024-08-25
O9932,C5932,Fries,Subway,2,197.12,Card,28,2025-01-07,187,Active,1.0,2025-03-30,Delayed,Multan,2024-10-01,2023-09-29
O7007,C3007,Sandwich,McDonald's,2,519.78,Cash,44,2024-12-06,373,Active,,2024-09-12,Cancelled,Multan,2024-10-01,2023-09-19
O8352,C4352,Fries,KFC,2,627.38,Wallet,37,2025-07-09,183,Active,2.0,2025-04-17,Delivered,Karachi,2024-10-01,2025-05-07
O10835,C6835,Sandwich,McDonald's,1,1028.15,Cash,39,2024-11-18,319,Active,3.0,2025-03-15,Delivered,Lahore,2024-10-01,2025-01-28
O5928,C1928,Burger,Subway,5,1489.28,Cash,33,2024-09-20,113,Inactive,,2025-05-30,Cancelled,Multan,2024-10-01,2024-05-20
O9804,C5804,Burger,Subway,2,1204.62,Card,32,2024-08-31,179,Active,2.0,2025-01-07,Delivered,Islamabad,2024-10-01,2024-12-01
O8654,C4654,Fries,Burger King,2,834.13,Wallet,3,2025-03-22,243,Inactive,1.0,2025-07-22,Delivered,Lahore,2024-10-02,2024-07-21
O7302,C3302,Pasta,KFC,5,1392.02,Card,3,2025-08-06,123,Inactive,4.0,2025-03-26,Delivered,Islamabad,2024-10-02,2025-01-16
O5552,C1552,Burger,KFC,2,1024.95,Wallet,11,2024-12-04,74,Inactive,4.0,2025-02-15,Delayed,Multan,2024-10-02,2025-02-26
O9625,C5625,Pizza,McDonald's,4,763.94,Wallet,23,2025-04-21,360,Inactive,,2024-08-26,Cancelled,Multan,2024-10-02,2024-01-09
O5660,C1660,Sandwich,KFC,1,242.89,Cash,26,2024-08-27,463,Inactive,5.0,2025-01-01,Delayed,Multan,2024-10-02,2024-08-25
O6710,C2710,Sandwich,Subway,3,804.47,Wallet,43,2024-08-22,129,Active,,2025-01-08,Cancelled,Lahore,2024-10-02,2024-01-11
O10679,C6679,Pasta,KFC,2,642.43,Wallet,33,2024-11-06,351,Active,,2025-07-08,Cancelled,Peshawar,2024-10-03,2024-04-29
O7326,C3326,Burger,KFC,4,919.56,Wallet,33,2024-10-06,412,Inactive,4.0,2025-04-03,Delivered,Islamabad,2024-10-03,2025-03-04
O7447,C3447,Pasta,Subway,3,949.1,Card,21,2024-08-30,477,Active,,2024-12-21,Cancelled,Islamabad,2024-10-03,2025-06-12
O9825,C5825,Fries,Burger King,1,1499.68,Wallet,49,2024-12-25,460,Inactive,3.0,2025-05-04,Delivered,Peshawar,2024-10-03,2023-12-31
O6531,C2531,Fries,KFC,4,812.89,Wallet,37,2025-02-12,175,Active,4.0,2024-12-02,Delivered,Peshawar,2024-10-03,2024-05-13
O10510,C6510,Burger,Burger King,2,518.23,Card,22,2025-01-11,159,Inactive,4.0,2025-05-16,Delivered,Islamabad,2024-10-03,2024-08-24
O7802,C3802,Sandwich,Burger King,4,423.6,Wallet,19,2025-01-04,42,Active,,2025-04-12,Cancelled,Multan,2024-10-03,2024-12-09
O9416,C5416,Sandwich,Burger King,5,725.79,Cash,10,2024-10-17,19,Inactive,3.0,2025-02-15,Delayed,Peshawar,2024-10-03,2025-08-17
O7432,C3432,Pasta,Pizza Hut,5,568.23,Card,31,2025-06-06,203,Inactive,,2025-02-21,Cancelled,Lahore,2024-10-04,2024-08-30
O9971,C5971,Pasta,Pizza Hut,3,882.91,Cash,13,2025-02-28,323,Inactive,5.0,2025-04-07,Delayed,Peshawar,2024-10-04,2025-01-19
O10233,C6233,Burger,McDonald's,1,751.8,Card,4,2025-01-09,119,Active,2.0,2024-11-30,Delayed,Karachi,2024-10-04,2024-08-17
O6002,C2002,Sandwich,Pizza Hut,4,1031.76,Wallet,26,2024-11-21,446,Active,2.0,2024-10-17,Delayed,Lahore,2024-10-04,2024-04-10
O10453,C6453,Pizza,Burger King,1,840.29,Wallet,17,2025-01-24,369,Active,,2025-02-12,Cancelled,Lahore,2024-10-04,2024-07-06
O8806,C4806,Burger,KFC,4,483.03,Cash,14,2025-02-14,167,Active,1.0,2025-03-29,Delivered,Islamabad,2024-10-04,2025-04-24
O9263,C5263,Fries,Subway,4,486.01,Card,48,2025-06-25,296,Active,,2025-04-24,Cancelled,Multan,2024-10-04,2024-06-27
O5839,C1839,Sandwich,Pizza Hut,2,289.23,Wallet,15,2024-12-30,167,Active,,2025-05-12,Cancelled,Karachi,2024-10-05,2025-04-05
O10178,C6178,Burger,McDonald's,3,672.43,Card,48,2024-11-02,224,Active,3.0,2025-07-06,Delayed,Multan,2024-10-05,2024-06-01
O8581,C4581,Pasta,Subway,1,1456.44,Cash,9,2025-05-06,308,Inactive,1.0,2025-01-29,Delayed,Lahore,2024-10-05,2025-05-09
O5982,C1982,Burger,Burger King,5,918.7,Cash,50,2024-10-03,205,Active,,2025-06-16,Cancelled,Peshawar,2024-10-05,2023-10-02
O8980,C4980,Pizza,Pizza Hut,5,1235.07,Card,14,2025-05-07,278,Inactive,3.0,2025-02-11,Delivered,Lahore,2024-10-05,2025-04-12
O8629,C4629,Burger,McDonald's,5,312.56,Cash,4,2025-04-19,148,Active,4.0,2025-07-18,Delayed,Peshawar,2024-10-05,2024-03-19
O5311,C1311,Pasta,Subway,5,250.75,Wallet,42,2025-03-28,114,Active,,2024-11-09,Cancelled,Karachi,2024-10-05,2024-06-14
O5778,C1778,Burger,Pizza Hut,3,877.35,Card,50,2024-10-05,256,Inactive,2.0,2025-01-21,Delivered,Islamabad,2024-10-05,2024-07-14
O6414,C2414,Pasta,Burger King,3,885.22,Wallet,38,2024-10-27,383,Inactive,,2024-08-27,Cancelled,Karachi,2024-10-05,2025-06-10
O10326,C6326,Pizza,Pizza Hut,3,1454.84,Wallet,13,2025-08-12,468,Active,1.0,2025-01-18,Delayed,Karachi,2024-10-05,2025-02-05
O10511,C6511,Pasta,Burger King,2,478.2,Cash,49,2024-09-04,314,Active,3.0,2025-03-13,Delayed,Lahore,2024-10-05,2023-12-09
O7633,C3633,Fries,Subway,2,756.12,Wallet,31,2025-01-22,139,Active,3.0,2024-11-04,Delivered,Karachi,2024-10-05,2024-11-22
O8646,C4646,Fries,Pizza Hut,3,360.83,Cash,46,2024-09-07,219,Inactive,1.0,2024-11-23,Delivered,Lahore,2024-10-05,2024-07-30
O6936,C2936,Sandwich,McDonald's,1,984.33,Wallet,44,2024-11-25,153,Inactive,,2025-04-20,Cancelled,Karachi,2024-10-05,2025-04-15
O9051,C5051,Sandwich,Subway,5,982.29,Cash,50,2025-06-24,378,Active,4.0,2025-04-05,Delayed,Multan,2024-10-06,2024-04-23
O8897,C4897,Sandwich,KFC,5,385.19,Card,40,2024-11-08,286,Active,5.0,2025-08-02,Delivered,Karachi,2024-10-06,2025-04-15
O6512,C2512,Pizza,Subway,3,778.7,Card,43,2025-01-31,55,Inactive,,2025-07-31,Cancelled,Peshawar,2024-10-06,2024-03-04
O7057,C3057,Pasta,Pizza Hut,1,655.92,Cash,3,2025-04-04,93,Inactive,,2024-12-01,Cancelled,Karachi,2024-10-06,2024-05-03
O6605,C2605,Pizza,Pizza Hut,1,828.74,Card,30,2024-09-15,64,Inactive,5.0,2025-08-13,Delivered,Peshawar,2024-10-06,2023-10-06
O7116,C3116,Pasta,Pizza Hut,1,1362.74,Wallet,4,2025-02-12,447,Inactive,4.0,2024-12-13,Delayed,Islamabad,2024-10-06,2025-08-07
O9907,C5907,Pasta,McDonald's,5,162.22,Wallet,46,2025-04-15,14,Inactive,4.0,2025-06-25,Delayed,Peshawar,2024-10-06,2025-03-21
O7310,C3310,Pizza,Pizza Hut,3,726.34,Cash,9,2025-01-02,436,Inactive,1.0,2024-09-11,Delayed,Peshawar,2024-10-06,2024-08-21
O10789,C6789,Fries,KFC,2,1143.46,Card,15,2025-06-12,19,Active,,2024-11-14,Cancelled,Lahore,2024-10-06,2024-03-03
O5385,C1385,Burger,Pizza Hut,5,1184.49,Wallet,3,2024-12-24,394,Active,2.0,2025-06-08,Delayed,Multan,2024-10-06,2023-11-14
O8891,C4891,Burger,McDonald's,3,755.74,Cash,29,2025-05-13,279,Active,,2025-07-21,Cancelled,Lahore,2024-10-06,2025-02-27
O6110,C2110,Sandwich,Subway,5,1056.48,Cash,19,2025-03-05,473,Inactive,4.0,2024-12-01,Delivered,Islamabad,2024-10-07,2024-03-04
O10986,C6986,Fries,Pizza Hut,2,747.04,Cash,40,2025-03-19,484,Inactive,4.0,2024-08-26,Delivered,Karachi,2024-10-07,2024-10-13
O6449,C2449,Fries,Subway,3,847.54,Card,50,2025-06-12,407,Inactive,4.0,2025-02-18,Delayed,Lahore,2024-10-07,2024-10-30
O8078,C4078,Pasta,Burger King,3,1450.44,Wallet,29,2025-02-03,281,Inactive,,2025-05-31,Cancelled,Islamabad,2024-10-07,2023-12-24
O8761,C4761,Burger,Subway,4,306.92,Card,16,2024-11-21,12,Inactive,,2025-01-09,Cancelled,Islamabad,2024-10-07,2024-08-13
O8866,C4866,Sandwich,Pizza Hut,3,693.56,Cash,44,2024-10-28,461,Active,,2025-05-07,Cancelled,Multan,2024-10-07,2024-10-07
O7639,C3639,Fries,KFC,1,259.31,Card,50,2024-11-23,490,Inactive,1.0,2024-09-26,Delivered,Islamabad,2024-10-07,2024-06-25
O8204,C4204,Sandwich,Pizza Hut,5,794.01,Cash,24,2025-04-02,329,Inactive,1.0,2024-11-02,Delivered,Islamabad,2024-10-07,2024-01-11
O7725,C3725,Sandwich,KFC,5,1433.03,Card,38,2025-08-17,160,Inactive,2.0,2024-09-26,Delayed,Multan,2024-10-07,2024-08-04
O7928,C3928,Burger,McDonald's,2,967.78,Wallet,46,2025-05-19,386,Active,5.0,2025-07-27,Delayed,Lahore,2024-10-07,2024-05-24
O5266,C1266,Pasta,Subway,1,756.35,Wallet,33,2025-05-01,210,Active,,2024-08-28,Cancelled,Karachi,2024-10-08,2025-05-23
O7679,C3679,Burger,Pizza Hut,2,858.62,Card,49,2024-11-19,36,Active,,2025-04-24,Cancelled,Karachi,2024-10-08,2025-01-06
O9856,C5856,Sandwich,McDonald's,5,1247.36,Cash,16,2025-03-08,283,Active,,2024-09-11,Cancelled,Islamabad,2024-10-08,2024-08-18
O7664,C3664,Burger,Subway,1,1078.2,Wallet,29,2024-11-20,176,Inactive,5.0,2024-11-07,Delayed,Islamabad,2024-10-08,2024-08-31
O6620,C2620,Sandwich,Pizza Hut,5,920.24,Cash,14,2025-07-09,62,Inactive,1.0,2025-04-04,Delayed,Karachi,2024-10-08,2024-07-20
O5309,C1309,Sandwich,KFC,4,460.45,Cash,47,2024-11-28,94,Active,,2025-02-06,Cancelled,Islamabad,2024-10-08,2024-02-29
O8285,C4285,Fries,Subway,1,1373.26,Card,23,2025-02-01,86,Active,,2024-10-24,Cancelled,Peshawar,2024-10-08,2024-07-29
O5152,C1152,Sandwich,Subway,3,502.54,Card,37,2025-02-06,428,Inactive,5.0,2025-06-01,Delivered,Multan,2024-10-08,2024-03-07
O7418,C3418,Fries,KFC,1,494.43,Card,44,2025-08-16,270,Inactive,1.0,2025-06-02,Delayed,Lahore,2024-10-08,2024-06-29
O8639,C4639,Pasta,Subway,1,770.73,Cash,10,2025-03-13,308,Inactive,1.0,2024-11-16,Delayed,Islamabad,2024-10-08,2025-01-28
O6183,C2183,Fries,McDonald's,3,1475.31,Card,5,2025-03-12,451,Active,,2024-08-23,Cancelled,Lahore,2024-10-08,2025-03-06
O10946,C6946,Burger,McDonald's,4,1130.25,Card,35,2024-10-12,137,Active,5.0,2025-03-11,Delayed,Lahore,2024-10-08,2024-05-30
O9108,C5108,Fries,McDonald's,4,262.47,Wallet,26,2025-07-27,103,Inactive,5.0,2024-11-04,Delivered,Islamabad,2024-10-08,2025-07-14
O10902,C6902,Sandwich,Pizza Hut,5,599.76,Cash,8,2024-11-14,294,Active,3.0,2025-05-20,Delayed,Multan,2024-10-09,2024-05-16
O10740,C6740,Sandwich,KFC,1,1033.2,Wallet,5,2025-02-05,182,Active,,2025-04-28,Cancelled,Islamabad,2024-10-09,2024-01-03
